,ID,Name,Rating,Rating_score,Rating_bin,Cluster,Predict_bin
28681,2732,"The Da Vinci Code (Robert Langdon, #2)",really liked it,4,1,3,1.0
55514,2732,The Old Man and the Sea,liked it,3,0,3,1.0
151309,2776,"Darkness & Light (Frank Elder, #3)",liked it,3,0,0,1.0
60131,2776,Emma,it was amazing,5,1,1,1.0
69095,2797,Under the Banner of Heaven,really liked it,4,1,3,1.0
56476,2797,Norwegian Wood,really liked it,4,1,3,0.0
151332,2797,Eiger Dreams: Ventures Among Men and Mountains,really liked it,4,1,3,1.0
6317,2797,Frankenstein,did not like it,1,0,3,0.0
88098,2797,In Cold Blood,it was amazing,5,1,3,1.0
104720,2797,"A Wrinkle in Time (Time Series, #1)",liked it,3,0,0,0.0
26009,2797,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",really liked it,4,1,0,1.0
22410,2797,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",really liked it,4,1,0,0.0
14534,2818,1984,it was amazing,5,1,1,1.0
51558,2818,Animal Farm,it was amazing,5,1,3,0.0
61751,2844,The Secret Life of Bees,it was amazing,5,1,3,0.0
7470,2844,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",it was amazing,5,1,0,1.0
17518,2844,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",it was amazing,5,1,0,1.0
59329,2844,The Lovely Bones,really liked it,4,1,0,1.0
3448,2844,To Kill a Mockingbird,it was amazing,5,1,0,1.0
2047,2844,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",it was amazing,5,1,0,1.0
7471,2850,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",liked it,3,0,0,0.0
2048,2850,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",really liked it,4,1,0,0.0
46332,2856,Middlesex,really liked it,4,1,3,0.0
43592,2856,The Red Tent,it was amazing,5,1,3,0.0
25055,2856,Of Mice and Men,liked it,3,0,3,0.0
2053,2919,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",it was amazing,5,1,0,1.0
0,,,,,,,1.0
137806,2942,The Fifth Mountain,it was amazing,5,1,3,1.0
133331,2942,Letter to a Child Never Born,it was amazing,5,1,3,1.0
75715,2942,The Zahir,it was amazing,5,1,3,1.0
28694,2942,"The Da Vinci Code (Robert Langdon, #2)",really liked it,4,1,3,1.0
71802,3016,"The Dark Tower (The Dark Tower, #7)",really liked it,4,1,0,0.0
22422,3016,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",it was ok,2,0,0,0.0
96545,3016,Insomnia,it was ok,2,0,1,1.0
125063,3054,"Startide Rising (The Uplift Saga, #2)",really liked it,4,1,3,0.0
131463,3054,"Sundiver (The Uplift Saga, #1)",liked it,3,0,3,1.0
132385,3054,Dragon's Egg,it was amazing,5,1,3,1.0
29755,3054,"A Game of Thrones (A Song of Ice and Fire, #1)",it was amazing,5,1,3,0.0
117127,3054,"Ringworld (Ringworld, #1)",liked it,3,0,3,1.0
117400,3054,"Hominids (Neanderthal Parallax, #1)",really liked it,4,1,3,0.0
70051,3054,"A Deepness in the Sky (Zones of Thought, #2)",really liked it,4,1,3,0.0
26587,3054,"Ender's Game (Ender's Saga, #1)",really liked it,4,1,3,0.0
71044,3054,The Gods Themselves,it was amazing,5,1,3,1.0
98965,3054,The Stars My Destination,really liked it,4,1,3,0.0
5287,3054,"A Dance with Dragons (A Song of Ice and Fire, #5)",liked it,3,0,3,0.0
13034,3054,The Call of the Wild,really liked it,4,1,3,0.0
52133,3054,"Rendezvous with Rama (Rama, #1)",liked it,3,0,3,0.0
132253,3054,"The Vor Game (Vorkosigan Saga, #6)",it was amazing,5,1,0,1.0
70789,3054,"Assassin's Apprentice (Farseer Trilogy, #1)",it was ok,2,0,0,0.0
17533,3054,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",it was amazing,5,1,0,0.0
22424,3054,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",really liked it,4,1,0,0.0
132137,3054,"A Civil Campaign (Vorkosigan Saga, #12)",really liked it,4,1,0,0.0
132717,3054,"Memory (Vorkosigan Saga, #10)",liked it,3,0,0,0.0
26016,3054,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",liked it,3,0,0,0.0
132449,3054,"Barrayar (Vorkosigan Saga, #7)",it was amazing,5,1,0,1.0
143517,3054,"Falling Free (Vorkosigan Saga, #4)",liked it,3,0,0,0.0
109331,3077,The Ugly Duckling,liked it,3,0,0,0.0
21970,3077,"A Time to Kill (Jake Brigance, #1)",did not like it,1,0,0,0.0
22426,3077,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",really liked it,4,1,0,1.0
109992,3077,Uncle Tom's Cabin,liked it,3,0,3,0.0
137006,3077,The Devil And Miss Prym,did not like it,1,0,3,1.0
4289,3077,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",really liked it,4,1,3,0.0
105693,3077,Silas Marner,liked it,3,0,3,1.0
75623,3077,Veronika Decides to Die,really liked it,4,1,3,0.0
142746,3077,Once There Was a War,it was amazing,5,1,3,1.0
149637,3142,"The Deeds of the Disturber (Amelia Peabody, #5)",it was amazing,5,1,0,1.0
153786,3142,"Night Embrace (Dark-Hunter, #3)",it was amazing,5,1,0,1.0
149781,3142,"The Mummy Case (Amelia Peabody, #3)",it was amazing,5,1,0,1.0
117264,3142,"The Falcon at the Portal (Amelia Peabody, #11)",it was amazing,5,1,0,1.0
2066,3150,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",it was amazing,5,1,0,1.0
17538,3150,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",liked it,3,0,0,1.0
26026,3316,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",it was amazing,5,1,0,1.0
102185,3321,Invitation to a Beheading,liked it,3,0,3,1.0
66326,3321,No Country for Old Men,really liked it,4,1,3,1.0
71750,3321,Black Swan Green,it was amazing,5,1,3,1.0
24442,3321,Cloud Atlas,it was amazing,5,1,3,1.0
53705,3321,Moby-Dick,it was amazing,5,1,3,1.0
76016,3321,The Amazing Adventures of Kavalier & Clay,it was amazing,5,1,3,1.0
138910,3321,Laughter in the Dark,liked it,3,0,0,1.0
23018,3321,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",it was amazing,5,1,0,1.0
80892,3321,"The Slippery Slope (A Series of Unfortunate Events, #10)",it was amazing,5,1,0,1.0
120377,3321,The Gift,it was amazing,5,1,0,1.0
54093,3321,The Crying of Lot 49,it was amazing,5,1,0,1.0
80808,3321,"The Wide Window (A Series of Unfortunate Events, #3)",really liked it,4,1,0,1.0
22440,3321,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",really liked it,4,1,0,1.0
81120,3321,"The Hostile Hospital (A Series of Unfortunate Events, #8)",really liked it,4,1,0,1.0
93658,3321,"A Game of You (The Sandman, #5)",really liked it,4,1,0,1.0
17547,3321,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",really liked it,4,1,0,1.0
26027,3321,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",it was ok,2,0,0,1.0
10552,3321,The Catcher in the Rye,it was amazing,5,1,1,1.0
38581,3321,Hamlet,it was amazing,5,1,1,1.0
93815,3321,"Preludes & Nocturnes (The Sandman, #1)",it was amazing,5,1,1,1.0
100244,3321,The Stories of Vladimir Nabokov,it was amazing,5,1,1,1.0
22442,3362,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",really liked it,4,1,0,1.0
22450,3489,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",it was amazing,5,1,0,1.0
17558,3489,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",it was amazing,5,1,0,1.0
71607,3605,"The Drawing of the Three (The Dark Tower, #2)",it was amazing,5,1,3,1.0
63230,3605,Empire Falls,really liked it,4,1,3,0.0
71475,3605,"The Waste Lands (The Dark Tower, #3)",really liked it,4,1,3,0.0
2092,3605,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",it was amazing,5,1,0,1.0
23032,3605,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",really liked it,4,1,0,1.0
26041,3605,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",liked it,3,0,0,0.0
69823,3605,"Wizard and Glass (The Dark Tower, #4)",it was amazing,5,1,0,0.0
85910,3614,The Pilot's Wife,it was ok,2,0,0,0.0
22459,3614,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",really liked it,4,1,0,1.0
59828,3614,Nickel and Dimed: On (Not) Getting by in America,really liked it,4,1,1,0.0
33772,3614,The Curious Incident of the Dog in the Night-Time,liked it,3,0,3,1.0
11709,3614,The Great Gatsby,it was ok,2,0,3,1.0
46376,3614,Middlesex,did not like it,1,0,3,0.0
26607,3614,"Ender's Game (Ender's Saga, #1)",really liked it,4,1,3,0.0
157203,3614,The Lolita Effect: The Media Sexualization of Young Girls and What We Can Do About It,liked it,3,0,3,0.0
114174,3649,"Cards on the Table (Hercule Poirot, #15)",it was amazing,5,1,0,1.0
113993,3649,"Cat Among the Pigeons (Hercule Poirot, #34)",it was amazing,5,1,0,1.0
7517,3649,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",it was amazing,5,1,0,1.0
2096,3649,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",it was amazing,5,1,0,1.0
28760,3649,"The Da Vinci Code (Robert Langdon, #2)",it was amazing,5,1,3,1.0
35677,3654,Flowers for Algernon,it was ok,2,0,3,1.0
88126,3654,In Cold Blood,liked it,3,0,3,0.0
11714,3654,The Great Gatsby,it was ok,2,0,3,0.0
46381,3654,Middlesex,really liked it,4,1,3,0.0
131598,3654,Middle Passage,it was ok,2,0,3,0.0
12425,3654,The Grapes of Wrath,really liked it,4,1,1,1.0
88494,3654,The Screwtape Letters,liked it,3,0,1,0.0
65357,3654,Just Kids,it was amazing,5,1,1,0.0
55107,3654,Blindness,really liked it,4,1,1,0.0
39085,3654,The Unbearable Lightness of Being,it was amazing,5,1,1,0.0
37755,3654,The Virgin Suicides,really liked it,4,1,0,0.0
22464,3654,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",really liked it,4,1,0,1.0
26046,3654,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",liked it,3,0,0,0.0
3505,3654,To Kill a Mockingbird,it was amazing,5,1,0,0.0
7519,3654,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",liked it,3,0,0,0.0
97291,3654,Blubber,really liked it,4,1,0,0.0
22468,3699,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",it was amazing,5,1,0,1.0
65911,3699,The Club Dumas,it was amazing,5,1,0,0.0
158474,3699,"Under Town (Edgar & Ellen, #3)",really liked it,4,1,0,1.0
4336,3699,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",it was amazing,5,1,3,1.0
0,,,,,,,1.0
147536,3737,Touba and the Meaning of Night,it was ok,2,0,3,1.0
51621,3737,Animal Farm,really liked it,4,1,3,0.0
2104,3737,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",really liked it,4,1,0,1.0
7525,3737,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",liked it,3,0,0,1.0
17576,3737,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",it was amazing,5,1,0,1.0
7526,3787,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",really liked it,4,1,0,0.0
2105,3787,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",it was amazing,5,1,0,1.0
26051,3787,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",really liked it,4,1,0,1.0
87893,3870,We Have Always Lived in the Castle,really liked it,4,1,3,1.0
52511,3870,Brave New World,it was amazing,5,1,3,1.0
11735,3870,The Great Gatsby,it was amazing,5,1,3,1.0
108761,3870,Beowulf,it was amazing,5,1,3,0.0
135568,3870,Memoirs,really liked it,4,1,3,0.0
143390,3870,"The Glass of Time (The Meaning of Night, #2)",really liked it,4,1,3,1.0
2620,3870,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,liked it,3,0,3,0.0
76046,3870,The Amazing Adventures of Kavalier & Clay,it was amazing,5,1,3,1.0
70472,3870,"A Canticle for Leibowitz (St. Leibowitz, #1)",really liked it,4,1,3,0.0
84988,3870,Oranges,liked it,3,0,3,0.0
104151,3870,The Book of Daniel,really liked it,4,1,3,0.0
33030,3870,Candide,it was amazing,5,1,3,0.0
23050,3870,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",really liked it,4,1,0,0.0
22476,3870,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",it was amazing,5,1,0,1.0
46035,3870,The History of Love,it was amazing,5,1,0,1.0
70241,3870,Watchmen,really liked it,4,1,1,1.0
16078,3870,The Adventures of Huckleberry Finn,it was amazing,5,1,1,1.0
7535,3883,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",it was amazing,5,1,0,1.0
68977,3883,Notes from a Small Island,it was amazing,5,1,0,1.0
130709,3883,The Mango Season,it was amazing,5,1,0,1.0
159299,3883,Father of the Four Passages,liked it,3,0,3,1.0
159294,3883,The Heretic Queen,it was amazing,5,1,3,1.0
97559,3883,Shampoo Planet,really liked it,4,1,3,1.0
100431,3883,"I Hope They Serve Beer in Hell (Tucker Max, #1)",it was amazing,5,1,3,1.0
32479,3883,Memoirs of a Geisha,it was amazing,5,1,3,1.0
52514,3883,Brave New World,really liked it,4,1,3,1.0
156676,3883,Wild Meat and the Bully Burgers,it was amazing,5,1,1,1.0
83417,3921,A Christmas Carol,liked it,3,0,1,1.0
134847,3921,El Aleph,it was amazing,5,1,1,1.0
38593,3921,Hamlet,it was amazing,5,1,1,1.0
92250,3921,Mrs. Dalloway,really liked it,4,1,1,1.0
41888,3921,The Picture of Dorian Gray,really liked it,4,1,1,1.0
138449,3921,Hostage,it was amazing,5,1,0,1.0
95852,3921,Just as Long as We're Together,it was amazing,5,1,0,1.0
144968,3921,The Girl with the Silver Eyes,it was amazing,5,1,0,1.0
56400,3921,Chronicle of a Death Foretold,really liked it,4,1,0,1.0
60302,3921,Mr. Brown Can Moo! Can You?,it was amazing,5,1,0,1.0
55552,3921,The Old Man and the Sea,it was amazing,5,1,3,1.0
6525,3921,The Scarlet Letter,really liked it,4,1,3,1.0
6355,3921,Frankenstein,it was amazing,5,1,3,1.0
97429,3921,The Neverending Story,did not like it,1,0,3,1.0
15474,3921,Great Expectations,it was amazing,5,1,3,1.0
11743,3921,The Great Gatsby,it was ok,2,0,3,1.0
96405,3921,The Green Mile,it was amazing,5,1,3,1.0
150551,3921,My Brother Sam Is Dead,it was amazing,5,1,2,1.0
20200,3921,Romeo and Juliet,it was amazing,5,1,2,1.0
159365,3921,The Fifth Discipline: The Art & Practice of The Learning Organization,really liked it,4,1,2,1.0
122472,3921,The Will to Power,really liked it,4,1,2,1.0
51655,4193,Animal Farm,liked it,3,0,3,1.0
114317,4217,The Nanny Diaries,it was amazing,5,1,0,1.0
3562,4217,To Kill a Mockingbird,it was amazing,5,1,0,1.0
26074,4217,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",really liked it,4,1,0,1.0
89097,4217,Valencia,really liked it,4,1,1,1.0
53297,4217,Slaughterhouse-Five,really liked it,4,1,1,0.0
42122,4217,The Brief Wondrous Life of Oscar Wao,it was amazing,5,1,1,1.0
47293,4429,"The Giver (The Giver, #1)",it was amazing,5,1,0,0.0
83186,4429,Ethan Frome,really liked it,4,1,3,1.0
4387,4429,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",really liked it,4,1,3,1.0
83664,4496,Circle of Friends,it was amazing,5,1,0,1.0
68397,4496,"Voyager (Outlander, #3)",it was amazing,5,1,0,1.0
95853,4496,Just as Long as We're Together,really liked it,4,1,0,1.0
17615,4496,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",it was amazing,5,1,0,1.0
121746,4496,Citizen Girl,liked it,3,0,3,1.0
68111,4496,"A Breath of Snow and Ashes (Outlander, #6)",it was amazing,5,1,3,1.0
149979,4496,The Bride Stripped Bare,really liked it,4,1,3,1.0
68175,4496,"The Fiery Cross (Outlander, #5)",it was amazing,5,1,3,1.0
162464,4496,Family Baggage,really liked it,4,1,3,1.0
162463,4496,Spin the Bottle,really liked it,4,1,3,1.0
32520,4632,Memoirs of a Geisha,it was ok,2,0,3,1.0
28843,4632,"The Da Vinci Code (Robert Langdon, #2)",did not like it,1,0,3,0.0
82392,4632,Dress Your Family in Corduroy and Denim,really liked it,4,1,3,0.0
162799,4632,Open Wide: How Hollywood Box Office Became a National Obsession,really liked it,4,1,3,0.0
76071,4632,The Amazing Adventures of Kavalier & Clay,really liked it,4,1,3,1.0
96906,4632,Glamorama,it was amazing,5,1,3,1.0
99366,4632,The Moon Is Down,really liked it,4,1,3,1.0
95529,4632,The Rules of Attraction,liked it,3,0,3,0.0
84318,4632,March,it was amazing,5,1,3,0.0
37182,4632,Running with Scissors,really liked it,4,1,3,0.0
52558,4632,Brave New World,it was ok,2,0,3,1.0
162798,4632,Nicole Kidman,liked it,3,0,3,0.0
63717,4632,Everything Is Illuminated,really liked it,4,1,3,1.0
90141,4632,Specimen Days,really liked it,4,1,1,1.0
31791,4632,Me Talk Pretty One Day,it was amazing,5,1,1,1.0
109541,4632,Fox in Socks,it was amazing,5,1,1,1.0
14668,4632,1984,it was amazing,5,1,1,1.0
17623,4676,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",really liked it,4,1,0,1.0
121618,4676,How to Stop Worrying and Start Living,liked it,3,0,0,1.0
100927,4676,When Bad Things Happen to Good People,it was amazing,5,1,0,1.0
26097,4676,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",liked it,3,0,0,1.0
162903,4676,Ignited Minds: Unleashing the Power Within India,liked it,3,0,2,1.0
0,,,,,,,1.0
7585,4733,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",really liked it,4,1,0,1.0
36440,4733,One Flew Over the Cuckoo's Nest,really liked it,4,1,0,1.0
86218,4733,"Two for the Dough (Stephanie Plum, #2)",really liked it,4,1,0,1.0
116411,4733,"Three to Get Deadly (Stephanie Plum, #3)",really liked it,4,1,0,1.0
86100,4733,"Four to Score (Stephanie Plum, #4)",really liked it,4,1,0,1.0
74295,4733,Snow Flower and the Secret Fan,it was amazing,5,1,3,1.0
6555,4733,The Scarlet Letter,really liked it,4,1,3,0.0
84466,4733,My Name Is Asher Lev,liked it,3,0,3,1.0
60869,4733,The Bookseller of Kabul,really liked it,4,1,3,1.0
111071,4733,The Master Butchers Singing Club,really liked it,4,1,3,1.0
16881,4733,The Kite Runner,really liked it,4,1,3,0.0
35068,4733,East of Eden,really liked it,4,1,3,0.0
163301,4733,A Light in the Window,liked it,3,0,3,1.0
126357,4733,Follow the River,it was amazing,5,1,3,1.0
71224,4733,Cannery Row,really liked it,4,1,3,1.0
155478,4733,A Town Like Alice,really liked it,4,1,3,0.0
49596,4758,Water for Elephants,it was amazing,5,1,3,1.0
9536,4758,Island of the Blue Dolphins,really liked it,4,1,3,1.0
61810,4758,The Secret Life of Bees,really liked it,4,1,3,1.0
50690,4758,Divine Secrets of the Ya-Ya Sisterhood,really liked it,4,1,3,1.0
24101,4758,The Alchemist,it was amazing,5,1,3,1.0
87358,4758,Little Altars Everywhere,liked it,3,0,3,1.0
8185,4758,Where the Wild Things Are,really liked it,4,1,0,1.0
22534,4758,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",it was amazing,5,1,0,0.0
3622,4758,To Kill a Mockingbird,it was amazing,5,1,0,0.0
58702,4758,She's Come Undone,it was amazing,5,1,0,0.0
75561,4758,Bridget Jones's Diary,liked it,3,0,0,0.0
88662,4758,Homegoing,it was amazing,5,1,0,0.0
141500,4758,Marie Antoinette: The Journey,liked it,3,0,1,1.0
54714,4758,Love in the Time of Cholera,liked it,3,0,1,1.0
31802,4758,Me Talk Pretty One Day,really liked it,4,1,1,1.0
62873,4758,Interpreter of Maladies,really liked it,4,1,1,1.0
68896,4758,Shopgirl,liked it,3,0,1,0.0
7593,4793,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",really liked it,4,1,0,1.0
47310,4818,"The Giver (The Giver, #1)",really liked it,4,1,0,0.0
42697,4818,The Phantom Tollbooth,it was amazing,5,1,0,0.0
28080,4818,The Tale of Despereaux,it was amazing,5,1,3,0.0
28869,4818,"The Da Vinci Code (Robert Langdon, #2)",liked it,3,0,3,1.0
51708,4818,Animal Farm,liked it,3,0,3,0.0
18282,4818,The Little Prince,really liked it,4,1,3,0.0
7600,4832,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",it was amazing,5,1,0,1.0
10743,4912,The Catcher in the Rye,it was amazing,5,1,1,0.0
54724,4912,Love in the Time of Cholera,it was ok,2,0,1,0.0
17647,4912,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",really liked it,4,1,0,0.0
114223,4912,"A Study in Scarlet (Sherlock Holmes, #1)",liked it,3,0,0,1.0
148396,4912,Nobody's Boy,did not like it,1,0,0,1.0
2182,4912,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",really liked it,4,1,0,0.0
19905,4912,Death in the Afternoon,it was amazing,5,1,0,1.0
26117,4912,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",really liked it,4,1,0,0.0
26409,4942,The Da Vinci Code,really liked it,4,1,3,0.0
136425,4942,The Clown,liked it,3,0,3,0.0
16905,4942,The Kite Runner,really liked it,4,1,3,0.0
54239,4942,All the Names,really liked it,4,1,3,0.0
25552,4942,The Count of Monte Cristo,it was ok,2,0,1,0.0
40402,4942,The Prophet,it was ok,2,0,1,1.0
55132,4942,Blindness,it was ok,2,0,1,0.0
39134,4942,The Unbearable Lightness of Being,it was amazing,5,1,1,0.0
111005,4942,The Book of Laughter and Forgetting,liked it,3,0,1,0.0
2187,4944,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",it was amazing,5,1,0,1.0
17652,4944,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",it was amazing,5,1,0,1.0
7609,4944,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",it was amazing,5,1,0,1.0
17657,5020,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",really liked it,4,1,0,1.0
22561,5029,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",it was amazing,5,1,0,1.0
28897,5029,"The Da Vinci Code (Robert Langdon, #2)",really liked it,4,1,3,1.0
17659,5031,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",it was amazing,5,1,0,1.0
85781,5031,Where the Heart Is,really liked it,4,1,0,0.0
50699,5031,Divine Secrets of the Ya-Ya Sisterhood,really liked it,4,1,3,1.0
4443,5031,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",it was amazing,5,1,3,1.0
33855,5031,The Curious Incident of the Dog in the Night-Time,it was amazing,5,1,3,1.0
17661,5065,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",really liked it,4,1,0,0.0
26125,5065,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",liked it,3,0,0,0.0
7618,5065,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",really liked it,4,1,0,0.0
106339,5111,The Promise,liked it,3,0,3,1.0
63865,5111,For Whom the Bell Tolls,really liked it,4,1,3,1.0
50701,5111,Divine Secrets of the Ya-Ya Sisterhood,liked it,3,0,3,1.0
126883,5111,The Outsider,really liked it,4,1,3,1.0
126483,5111,Cash,it was ok,2,0,3,1.0
49297,5111,The Guernsey Literary and Potato Peel Pie Society,liked it,3,0,3,1.0
88162,5111,In Cold Blood,it was amazing,5,1,3,1.0
91119,5111,The Great Divorce,really liked it,4,1,3,1.0
142300,5111,"Good Night, Mr. Tom",really liked it,4,1,3,0.0
37931,5111,Like Water for Chocolate,really liked it,4,1,3,1.0
4914,5111,The Giving Tree,really liked it,4,1,3,1.0
90201,5111,The Bluest Eye,really liked it,4,1,3,1.0
132030,5111,Victory Over the Darkness,really liked it,4,1,3,1.0
165096,5111,Love as a Way of Life: Seven Keys to Transforming Every Aspect of Your Life,liked it,3,0,3,1.0
30883,5111,The Adventures of Tom Sawyer,really liked it,4,1,3,1.0
111191,5111,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,it was amazing,5,1,3,1.0
89993,5111,Orphan Train,really liked it,4,1,3,1.0
6376,5111,Frankenstein,really liked it,4,1,3,0.0
83194,5111,Ethan Frome,liked it,3,0,3,1.0
25699,5111,The Secret Garden,really liked it,4,1,3,1.0
103206,5111,Narrative of the Life of Frederick Douglass,really liked it,4,1,3,1.0
165083,5111,St. Patrick of Ireland,really liked it,4,1,3,0.0
86055,5111,"The Sparrow (The Sparrow, #1)",really liked it,4,1,3,0.0
123676,5111,Shadow: Five Presidents and the Legacy of Watergate,liked it,3,0,3,1.0
165091,5111,Kit's Wilderness,liked it,3,0,3,1.0
20029,5111,The Diary of a Young Girl,it was amazing,5,1,3,1.0
138433,5111,The Curious Case of Benjamin Button,it was ok,2,0,3,1.0
124139,5111,Bait and Switch: The (Futile) Pursuit of the American Dream,liked it,3,0,3,1.0
63450,5111,The Namesake,it was amazing,5,1,3,1.0
147831,5111,Under the Overpass: A Journey of Faith on the Streets of America,really liked it,4,1,3,1.0
37200,5111,Running with Scissors,really liked it,4,1,3,1.0
59852,5111,Nickel and Dimed: On (Not) Getting by in America,it was amazing,5,1,1,1.0
102842,5111,The New York Trilogy,really liked it,4,1,1,1.0
92629,5111,As You Like It,really liked it,4,1,1,1.0
131578,5111,Lake Wobegon Days,liked it,3,0,1,1.0
97637,5111,The Perks of Being a Wallflower,really liked it,4,1,1,1.0
79769,5111,The Bonesetter's Daughter,really liked it,4,1,1,1.0
86305,5111,Mere Christianity,it was amazing,5,1,1,1.0
135422,5111,A History of Reading,really liked it,4,1,1,0.0
162016,5111,The Seven Storey Mountain,really liked it,4,1,1,1.0
88504,5111,The Screwtape Letters,really liked it,4,1,1,1.0
20878,5111,Charlotte's Web,really liked it,4,1,1,1.0
70126,5111,Julius Caesar,liked it,3,0,1,1.0
31830,5111,Me Talk Pretty One Day,really liked it,4,1,1,1.0
165087,5111,Forgotten Fire,really liked it,4,1,0,1.0
99816,5111,Don't Let Go,liked it,3,0,0,0.0
46062,5111,The History of Love,really liked it,4,1,0,1.0
3661,5111,To Kill a Mockingbird,it was amazing,5,1,0,1.0
157515,5111,"Mrs. Pollifax and the Hong Kong Buddha (Mrs. Pollifax, #7)",it was ok,2,0,0,1.0
134010,5111,Lady in the Lake,liked it,3,0,0,0.0
7620,5111,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",liked it,3,0,0,1.0
12685,5111,"Hatchet (Brian's Saga, #1)",liked it,3,0,0,1.0
50880,5111,Tuesdays with Morrie,liked it,3,0,0,1.0
81154,5111,Dreamland,really liked it,4,1,0,1.0
157531,5111,"A Palm for Mrs. Pollifax (Mrs. Pollifax, #4)",liked it,3,0,0,1.0
157520,5111,"Mrs. Pollifax on the China Station (Mrs. Pollifax, #6)",it was ok,2,0,0,1.0
5495,5111,Where the Red Fern Grows,really liked it,4,1,0,1.0
42706,5111,The Phantom Tollbooth,it was amazing,5,1,0,1.0
23111,5111,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",liked it,3,0,0,1.0
46973,5111,The Memory Keeper's Daughter,liked it,3,0,0,1.0
163989,5111,Lost in Yonkers,liked it,3,0,0,1.0
7172,5122,"A Storm of Swords (A Song of Ice and Fire, #3)",it was amazing,5,1,3,0.0
137161,5122,"Fool's Fate (Tawny Man, #3)",liked it,3,0,3,0.0
4453,5122,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",really liked it,4,1,3,1.0
51737,5122,Animal Farm,it was ok,2,0,3,0.0
71148,5122,Mother Night,really liked it,4,1,3,0.0
